185,73,0,5,0,0,0,0,0,57.1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,3.5,0,0,0,6
180,65,28,2404,7,11,2,0,4.4,76,0.5,6,1.8,0.9,1.1,0,0.4,1.8,0,0,3.8,1.8,0.2,2.2,2.2,49.4,2,2.8,0.4,7.82
177,78,26,2216,7,4,3,0,1.9,83.6,1.2,3,2.2,2.8,0.9,0.1,1.9,1,0.3,0,2.4,1.1,0,0.9,1,56.6,0.8,2.3,0,7.73
184,75,30,2694,0,3,6,1,0.4,84.6,1.9,1,4.4,2.7,1.7,0.2,3.8,1,0.3,0,0.9,1.6,0,0.5,1,61.6,0.5,6.3,0.2,7.7
187,87,5,459,2,1,0,0,3.8,89.2,0.5,1,1.3,1.3,0.7,0,1.3,1.3,0,1,2,0.5,0.3,1.7,1.7,41.5,2,2.5,0,7.62
175,66,5,498,3,1,1,0,3,84.2,0.4,1,0.6,0.5,1.3,0,0,2.8,0.3,0,1.8,0.9,0.1,1.1,1.9,22.1,0.6,0.3,0.3,7.6
181,73,22,1797,9,0,4,0,3.5,80.2,0.9,3,1,0.8,0.8,0,0.2,3,0,0,1,1.4,0.4,2,2.9,33.3,0,1,0,7.49
168,67,28,2371,3,6,3,0,2.1,81.7,0.1,4,1.2,0.4,0.8,0,0,3.4,0,0,1.8,1,0.1,1.8,1.7,30.2,0.3,1.1,0.1,7.43
187,83,26,2158,16,6,1,0,2.9,73.3,0.9,5,0.3,0.1,1.4,0,0.1,1.8,0,0,1,2.2,0.5,2,3,17.2,0.1,0.1,0.1,7.41
179,70,33,2851,14,9,6,0,1.8,80,0.8,1,1.6,1,1,0,1.1,0.4,0.3,0,1.8,0.9,0.1,0.6,1.4,40.8,0.1,1.1,0.2,7.35
179,65,21,1791,1,5,3,0,0.5,84.7,1.1,1,2.4,2.3,1.1,0.2,1.7,1.3,0.1,0,1,0.8,0.1,0.8,0.9,44.4,0.4,2.8,0,7.34
187,81,32,2764,6,2,2,0,1,88.9,2.4,0,1.5,1.9,1,0.6,5.2,0.4,0.2,0,0.2,0.5,0,0.4,0.7,70.9,0,4.8,0,7.31
183,77,27,2456,2,2,3,1,0.7,88.1,2.6,1,1.1,2.4,0.8,0.5,3.5,0.4,0.4,0,0.6,0.3,0,0.4,0.6,66.8,0.2,3.4,0,7.21
171,66,7,786,2,4,3,0,1.4,82.2,0,1,0.7,0.4,1.3,0,0,2.8,0,0,1.4,1.3,0.4,1.1,2.1,13.2,0.7,0.6,0.1,7.18
180,70,1,149,1,0,0,0,1.5,87.6,0.5,0,0.5,0,0.3,0,0.3,1.3,0,0,2,0.3,0,0.8,0.3,34.3,0,1.5,0,6.99
182,79,11,1092,0,0,1,0,0.3,92.4,0.8,0,1.1,2.2,0.9,0.6,2,0.8,0.4,0,0.6,0.4,0,0.7,0.3,60.2,0,4.5,0.1,6.97
188,89,6,565,2,0,0,0,0.9,85.7,2.5,0,1.4,1.2,0.5,0.2,3.9,0.1,0.5,0,0,0.5,0,0,0.5,38.7,0,2.3,0,6.95
187,93,32,2880,0,1,2,0,0,75.1,0.2,0,0,0.1,0,0,0.8,0.2,0,0,0,0,0,0,0,28,0,5.1,0,6.89
190,87,1,157,0,0,1,0,0.3,92.9,3.5,0,1.3,0.8,0.3,0.3,2.8,0,0.3,0,0.3,0.5,0,0,0.8,31.8,0,3.8,0,6.85
189,90,7,621,0,2,0,0,1.6,81.5,0.6,0,0.3,0.4,0.3,0.1,0,2.3,0,0,0.7,1,0.3,1.6,0.9,18.9,0.8,0.4,0,6.85
180,71,5,450,0,0,0,0,0.4,85.9,1,0,2.6,1.6,1.2,0.6,3.2,0.6,0.4,1,1,0.8,0,1.2,2,62.2,0.2,3.4,0,6.8
194,93,8,736,0,0,2,0,0.1,86,0.8,0,0.8,1.5,1.1,0.2,1.3,0.6,0.1,0,0.7,0.8,0,0.3,0.7,33.3,0.3,2.3,0,6.59
179,65,2,213,0,0,0,0,1,80.2,0,0,1.6,0.6,0.4,0,0.2,0.8,0,0,1,0.2,0,1.4,1.4,20.2,0,0,0,6.55
183,74,4,540,0,2,1,0,1,87.6,0.3,0,0.7,0.4,0.3,0,0.7,0.3,0.1,0,0.8,0.4,0,0.5,0.5,22,0.2,1.2,0,6.54
170,58,1,227,0,0,0,0,1,87.5,0,0,0.6,0,0.2,0,0.4,0.7,0.1,0,0.9,0.3,0,0.3,0.3,17.8,0.2,0.8,0.1,6.48
177,76,0,21,0,0,0,0,1,82.4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,17,0,0,0,6.4
185,83,2,180,0,0,0,0,0,64.7,0.5,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,34,0,8,0,6.35
184,74,3,236,0,0,0,0,1,90,0.2,0,0.6,0.6,0,0,0,0,0,0,0.4,1,0,0,0.8,30,0,2.2,0,6.29
184,77,1,336,2,0,0,0,1.2,80.2,0.5,0,0.1,0,0.1,0,0.1,0.2,0,0,0.2,0.4,0.1,0.4,0.6,7.7,0,0.1,0,6.27
177,66,0,24,0,0,0,0,0,89.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,19,0,1,0,6.1
184,75,34,3026,2,5,4,0,0.6,78.9,3.3,5,3.4,3.4,1.7,0.6,5.2,0.5,0.3,0,0.5,1.3,0,0.3,0.5,56.9,0.1,5.1,0.1,7.77
187,87,34,2989,4,8,4,0,1.4,82.8,2.3,5,1.9,2.4,1.6,0.1,2,0.9,0.4,0,1.8,1.3,0,0.8,0.9,50.7,1.8,2.8,0,7.73
194,89,1,90,0,0,0,0,0,35.3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34,0,8,0,7.51
168,67,25,1914,8,5,0,0,1.7,81.6,0.1,2,1.1,0.7,1,0,0,2.6,0,0,1.4,1.3,0.2,2.4,1.6,23.7,0.4,1,0.1,7.39
179,70,30,2636,13,8,4,0,1.5,78.7,1.7,1,1.4,0.9,0.8,0,0.6,0.4,0.2,0,1.8,0.7,0.2,1.3,1.5,37.2,0.1,1.3,0.1,7.35
194,93,29,2493,0,6,5,0,0.6,81.1,1.2,2,2,1.3,1.6,0.4,1.9,1.6,0.3,0,1.1,1.2,0,0.9,0.8,43.2,1.3,2.6,0,7.32
186,78,28,2474,21,7,1,0,3.5,72,1.5,3,0.3,0.3,1.2,0,0.3,0.4,0,0,1,1.4,0.9,1.7,2.1,24.4,0,0.5,0.1,7.3
183,77,14,1430,0,2,4,0,0.2,86.5,1.8,0,1.3,2.2,1.3,0.4,3.8,0.6,0.7,0,0.6,0.4,0,0.3,0.7,54.6,0.2,2.2,0.1,7.2
180,71,19,1595,0,1,2,0,0.2,85.4,0.8,2,2.9,3,1.3,0.1,1.4,0.7,0.3,0,0.5,0.8,0,0.8,0.9,42.5,0.2,2.3,0,7.19
184,74,27,2324,5,4,4,0,1.9,85.2,0.9,1,1.4,0.7,0.8,0,0.5,1.1,0.1,0,0.8,1.5,0,1.1,1.1,45,0.2,3.3,0.1,7.18
189,90,20,1760,11,2,2,1,2.1,75.6,1.3,2,0.6,0.2,1.2,0,0.2,1.7,0,0,0.9,1.3,0.3,1.9,2.7,16.3,0.7,0.2,0,7.12
182,79,21,1852,0,1,5,0,0,89.3,0.9,0,1.6,2.4,1.2,0.6,2.3,1.1,0.4,0,0.3,0.8,0,0.3,0.4,62.6,0,5,0.1,7.09
190,81,13,1168,1,1,1,1,0.5,78.8,4.1,1,0.9,0.9,0.5,0.3,4,0.3,0.4,0,0.4,0.4,0,0.1,0.1,41.9,0,4.8,0,7.06
177,78,12,1077,4,4,1,0,1.1,82.4,0.7,2,0.5,0.5,0.5,0,0.3,1,0,0,1.4,0.8,0.2,0.9,1.2,19.9,0.8,0.5,0,6.91
179,65,10,941,0,0,1,0,0.6,83.4,0.7,0,1.8,1,0.4,0,0.3,1.3,0.2,0,0.6,1.1,0.1,1.6,1,30.5,0.6,1.9,0,6.91
180,78,0,9,0,1,0,0,1,50,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,6.85
179,65,2,267,1,1,0,0,1.6,86.4,0.1,0,0.7,0.6,0,0,0.1,1.6,0,0,1,0.4,0,0.3,1.4,15.7,0.1,0.4,0.1,6.83
185,83,33,2970,0,0,0,0,0,62.3,0.1,0,0,0,0,0,0.7,0.1,0,0,0.1,0.1,0,0,0.1,28,0,6.5,0,6.81
180,71,10,1191,8,3,0,0,1.5,80.2,0.3,2,0.3,0.3,0.2,0,0.1,1.1,0,0,0.7,0.4,0.2,1,1,15.9,0,0.7,0,6.8
183,74,4,348,0,0,0,0,0.4,83.7,0.3,0,1.6,0.4,0.6,0,0.4,0.4,0.1,0,0.6,0.8,0.3,1.1,0.6,23.8,0,0.9,0,6.53
172,68,6,574,1,0,0,0,0.5,87.9,0.3,0,1.1,1.2,0.4,0,0.6,0.3,0,0,0.2,1.2,0.1,0.2,0.8,22.5,0,0.4,0.1,6.52
180,76,0,28,0,1,0,0,0,93.3,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,7.5,0,0,0,6.51
179,72,2,372,0,0,0,0,0.5,83.3,0.3,0,1,0.9,0.5,0.1,0.9,0.2,0.1,0,0.3,0.1,0.1,0.1,0.2,16.5,0.3,1.5,0,6.44
191,74,0,47,0,0,0,0,0,40,1.7,0,0,0,0.3,0,0.3,0,0,0,0.3,0.7,0.3,0.7,0.7,6.7,0,0,0,6.31
182,72,0,40,0,0,0,0,1,76.9,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,6.5,0,0.5,0,6.06
181,78,1,90,0,0,0,0,0,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,10,0,8.01
184,75,25,2186,4,0,3,0,0.6,88.6,3,3,2,2.3,1.1,0.6,7.6,0.6,0.9,1,0.2,1.2,0,0.2,0.5,64.9,0,5.7,0,7.59
179,70,30,2583,6,9,4,0,1.4,82.3,1.6,2,2.7,1.6,1.4,0,1.8,0.4,0.4,0,1.4,1.5,0,1.1,1.2,49.3,0.1,1.8,0.3,7.47
177,78,26,2276,8,9,0,0,2,83.2,0.7,3,0.8,0.4,1,0,0.5,1.2,0.1,0,1.8,1.6,0.2,2.4,1.7,33.3,1.6,0.8,0.2,7.34
175,73,2,204,0,1,1,0,0.7,78.4,0.3,0,2.7,1.7,0.3,0.3,1.3,1.7,0,0,1,1,0,0.3,0.7,29.3,1,2.3,0,7.29
188,81,1,90,0,0,0,0,0,90.5,3,0,3,1,0,0,5,0,1,0,1,2,0,0,0,84,0,3,0,7.27
179,72,28,2500,2,1,1,0,1.2,84.7,0.6,2,2.6,1.7,0.8,0.3,3.2,0.5,0.3,0,1.2,0.4,0.1,0.6,0.9,47.5,0.9,3.8,0,7.23
189,90,23,2172,9,8,3,0,2.3,76.7,1.2,2,0.5,0.3,1.1,0,0.4,1.9,0,0,1.1,1.8,0.3,1.8,2.1,17.7,1.3,0.2,0,7.21
194,89,1,90,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,11,0,7.21
180,71,3,217,3,0,0,0,2.5,74.7,0,1,0.3,0.3,0,0,0,1.5,0,0,1.5,0.8,0.3,0.5,2.3,19.8,0,1,0,7.21
185,75,22,1788,0,3,2,0,0.4,80.9,1.8,1,2.5,2,0.6,0.2,3.6,1,0.1,0,0.5,1,0,0.6,1,44.5,0.5,2,0,7.2
183,75,25,2205,0,0,1,1,0.3,87.5,1.8,1,1.4,2,0.7,0.5,5.7,0.5,0.5,0,0.3,0.4,0,0.1,0.4,70.2,0,6.1,0,7.2
180,71,4,381,0,0,0,0,0.2,83.2,0.8,0,4.2,2,0.2,0.4,2.2,1,0,0,0.2,2.2,0,1,1,42.8,0.4,2.8,0,7.17
190,81,9,947,2,0,1,0,0.9,84.1,3.3,0,1.7,1.4,1,0.7,5.5,0.5,0.5,0,0.1,0.5,0,0.2,0.5,41.5,0,3.1,0,7.17
185,83,32,2880,0,0,0,0,0,65.4,0.1,2,0.1,0,0,0,1,0.1,0,0,0,0.3,0,0,0,31.2,0,8.8,0,7.15
186,78,14,1266,11,4,4,0,1.9,74.9,1.4,4,0.7,0.4,1,0,0.4,0.4,0,0,1,1,0.7,1,1.9,18,0,0.4,0.1,7.14
179,65,9,760,0,4,1,0,0.8,81.5,0.9,0,2,1.4,0.6,0,0.6,1.5,0.1,0,1.1,1.2,0,2,1.4,43.9,0.7,1.5,0,7.13
184,74,14,1215,1,0,2,0,1.5,86.9,1.2,0,1.5,1.1,1.2,0.1,1.2,1,0.2,0,0.5,1.5,0.1,1.4,1,40.3,0.4,2.1,0.1,7.02
172,68,21,2000,1,0,2,0,0.5,89,0.4,1,2.5,2.2,0.5,0,0.8,0.7,0.2,0,0.5,1.6,0,0.9,1.1,43.4,0,0.8,0,6.98
183,77,20,1928,2,0,5,0,0.4,85.2,1.6,0,1.8,1.7,1,0.2,2.7,0.6,0.5,0,0.5,0.5,0,0.7,0.6,45.9,0.1,1.8,0.1,6.98
183,77,18,1472,5,5,1,0,1.4,76.1,0.4,2,0.7,0.3,0.6,0,0.1,1.2,0,0,1.3,0.4,0.1,1.5,1.7,16.9,1,0.4,0.1,6.89
186,84,13,1195,7,2,1,0,1.7,68,3,0,0.5,0.2,0.7,0,0.7,0.3,0,0,0.4,0.6,0.2,1.2,1.6,17.4,0.1,0.1,0,6.86
184,72,19,1627,2,3,2,0,0.7,83.3,0.4,0,0.9,0.6,0.6,0,0.3,1.7,0.1,0,1.2,1.6,0.1,2.1,1.6,27.4,0.1,0.4,0.2,6.86
180,72,2,198,0,1,0,0,0,89.5,0,0,1.3,0.7,1.3,0,0,1.3,0,0,2,1,0,1,0.3,35,0.3,2.7,0.3,6.85
182,79,10,946,0,0,1,0,0.1,89.9,0.7,0,1.8,1.4,0.5,0.1,1.6,0.5,0.2,0,0.3,0.4,0,0.5,0.7,36,0,1.4,0,6.71
178,73,2,214,0,0,1,0,0.3,85.6,0.4,0,1.2,0.4,0.6,0,1,0,0.3,0,0,0.8,0,0.3,0.6,16.2,0,0.3,0,6.3
169,71,0,67,0,0,1,0,0.3,79.5,0.3,0,0.5,0.5,0.5,0,0.3,0.8,0,0,0,0.5,0,1,0.3,9.8,0,0,0,6.18
186,70,0,114,1,1,0,0,0.7,76,0.4,0,0.3,0,0.3,0,0,0,0,0,0.1,0,0.4,1,1,3.6,0.1,0,0,6.17
174,66,0,35,0,0,0,0,0.7,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1,0,2.7,0,0,0,6
